TransactionNo,TransactionDate,TransactionType,Location,CustomerCode,CustomerName,ItemCategory,ItemCode,ItemName,SKU,ProductAttributes,BatchNo,StockType,Cost,SaleQty,SaleBonusQty,SaleTotalQty,MRP,SaleAmount,SR_Qty,SR_BonusQty,SR_TotalQty,SR_Rate,SR_Amount,DiscountAmount,OtherCharge,VATAmount,TAXAmount,LocationAddress,CustomerAddress,CustomerBirthDate,CustomerMarriageStatus,CustomerAgeInYear,PerInvoiceAverageAmount
S-13431,6-Apr-23,Sale,Brahmaputra,C-000385,M/S Mostafiz Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,60.00,5.00,65.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","GordarBazar, Nokla, Sherpur.",15-Dec-93,NO,30 Year,44658.13
S-13395,6-Apr-23,Sale,Brahmaputra,C-000918,M/S Mukit & Afra Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh",Address:Vill+Post:Boddobari  Upazila:Fulbaria  Zilla:Mymensingh,21-Dec-93,NO,30 Year,35111.33
S-13289,4-Apr-23,Sale,Brahmaputra,C-000092,M/S Al Rafa Beej Ghor,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,40.00,3.00,43.00,940.00,37600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Boro moshjid market, Shamgonj bazar,Gouripur, Mymensingh",11-Mar-82,NO,41 Year,125931.38
S-13288,4-Apr-23,Sale,Brahmaputra,C-000309,M/S  Mohammodia Agrovet,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Dhara bazar, Haluaghat, Mymensingh.",6-Apr-89,NO,34 Year,26130.21
S-13112,30-Mar-23,Sale,Brahmaputra,C-000245,M/S Bismillah Drug,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","College Road,Bodo hissa bazar,Muktagacha  purosova,Mymensingh.",31-Dec-87,NO,36 Year,56329.79
S-13012,25-Mar-23,Sale,Brahmaputra,C-000210,M/S Showdagor Sheikh forid fish feed,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-23,OUT,250.00 ,14.00,0.00,14.00,940.00,13160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Kashegonz, Phulpur, Mymensingh",4-Apr-88,NO,35 Year,136129.58
S-13012,25-Mar-23,Sale,Brahmaputra,C-000210,M/S Showdagor Sheikh forid fish feed,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,48.00,5.00,53.00,940.00,45120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Kashegonz, Phulpur, Mymensingh",4-Apr-88,NO,35 Year,136129.58
S-12994,23-Mar-23,Sale,Brahmaputra,C-000973,M/S Hannan Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Gashigau more, Haluaghat, Mymensingh.",17-Nov-89,NO,34 Year,28027.58
S-12982,22-Mar-23,Sale,Brahmaputra,C-000282,M/S Nur Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-23,OUT,250.00 ,1.00,0.00,1.00,940.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Char Gobindapur, 31 no word sadar mymensingh",29-Sep-76,NO,47 Year,16537.87
S-12951,21-Mar-23,Sale,Brahmaputra,C-000643,M/S  Akando Store,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,3.00,0.00,3.00,940.00,2820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Fokirebari Mor, Kishorganj",28-Feb-84,NO,39 Year,8920.83
S-12851,16-Mar-23,Sale,Brahmaputra,C-000184,M/S J.S.M Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Bottola Bazar, Netrokona Sadar, Mymensingh",3-Jun-69,YES,54 Year,67309.74
S-12622,7-Mar-23,Sale,Brahmaputra,C-000270,M/S Al-Amin Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-23,OUT,250.00 ,40.00,3.00,43.00,940.00,37600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Dhurail Bazar, Haluaghat, Mymensingh.",18-Oct-78,YES,45 Year,35590.73
S-12576,7-Mar-23,Sale,Brahmaputra,C-000164,M/S Tasin Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,42.00,0.00,42.00,940.00,39480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Vill:Jorbaria  Post:Fulbaria  Shop Location: Infront of Fulbaria Thana,Fulbaria Sadar Upazila:Fulbaria  Zilla:Mymensingh",1-Jan-85,NO,38 Year,32294.06
S-12576,7-Mar-23,Sale,Brahmaputra,C-000164,M/S Tasin Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,3.00,3.00,6.00,940.00,2820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Vill:Jorbaria  Post:Fulbaria  Shop Location: Infront of Fulbaria Thana,Fulbaria Sadar Upazila:Fulbaria  Zilla:Mymensingh",1-Jan-85,NO,38 Year,32294.06
S-12571,7-Mar-23,Sale,Brahmaputra,C-000279,M/S Mondol Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Kolsindur bazar, Dhobaura, Mymensingh.",1-May-88,YES,35 Year,31217.98
S-12558,7-Mar-23,Sale,Brahmaputra,C-000245,M/S Bismillah Drug,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","College Road,Bodo hissa bazar,Muktagacha  purosova,Mymensingh.",31-Dec-87,NO,36 Year,56329.79
S-12390,2-Mar-23,Sale,Brahmaputra,C-000880,M/S Ashraf Agro Complex,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","kalibari,Jhanaigati ,Sherpur",10-May-93,NO,30 Year,11170.89
S-12376,2-Mar-23,Sale,Brahmaputra,C-000731,M/S Master Fish Feed,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Barotopa, Kishorganj.",10-Dec-88,NO,35 Year,19134.96
S-12295,26-Feb-23,Sale,Brahmaputra,C-000339,M/S R.A Poultry Feed And Medicine,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,25.00,1.00,26.00,940.00,23500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Harua bus stand Ishwargonj,Mymenshingh.",9-Dec-80,NO,43 Year,47356.9
S-12248,23-Feb-23,Sale,Brahmaputra,C-000091,M/S Bokul Fish Feed,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,5.00,0.00,5.00,940.00,4700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Kharsha, Phulpur, Mymensing",1-Jan-94,NO,29 Year,22387.66
S-12219,20-Feb-23,Sale,Brahmaputra,C-000282,M/S Nur Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,3.00,0.00,3.00,940.00,2820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Char Gobindapur, 31 no word sadar mymensingh",29-Sep-76,NO,47 Year,16537.87
S-12111,19-Feb-23,Sale,Brahmaputra,C-000173,M/S Bhai Bon Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,50.00,3.00,53.00,940.00,47000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh",Vill:Soratia Post:Bhoilajan Shop Location:Shibganj Hatkalir bazar Upazila:Fulbaria  Zilla:Mymensingh,4-Mar-88,NO,35 Year,44439.81
S-11918,8-Feb-23,Sale,Brahmaputra,C-000976,M/S Durjoy Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Bashati Bazar, Nandail, Mymensingh",18-Jul-93,NO,30 Year,35418.62
S-11772,2-Feb-23,Sale,Brahmaputra,C-000935,M/S Fuyad Hasan Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Khurar moor,Deokhola,Fulbaria",3-May-85,NO,38 Year,69012.92
S-11738,31-Jan-23,Sale,Brahmaputra,C-000086,M/S Labbaik Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,3.00,0.00,3.00,940.00,2820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh",Balia Phulpur Mymensingh,1-Jan-78,YES,45 Year,95654.72
S-11733,31-Jan-23,Sale,Brahmaputra,C-000948,M/S Kawsar Ahmed Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,10.00,0.00,10.00,940.00,9400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh",Luxmigonj bazar sador Kishoregonj,25-Jun-85,NO,38 Year,19977.16
S-11708,29-Jan-23,Sale,Brahmaputra,C-000086,M/S Labbaik Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,3.00,0.00,3.00,940.00,2820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh",Balia Phulpur Mymensingh,1-Jan-78,YES,45 Year,95654.72
S-11673,25-Jan-23,Sale,Brahmaputra,C-000976,M/S Durjoy Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,6.00,0.00,6.00,940.00,5640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Bashati Bazar, Nandail, Mymensingh",18-Jul-93,NO,30 Year,35418.62
S-11654,25-Jan-23,Sale,Brahmaputra,C-000880,M/S Ashraf Agro Complex,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,5.00,0.00,5.00,940.00,4700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","kalibari,Jhanaigati ,Sherpur",10-May-93,NO,30 Year,11170.89
S-11648,25-Jan-23,Sale,Brahmaputra,C-000959,M/S Bhuiyan Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,1.00,0.00,1.00,940.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Rupshi Bazar,Phulpur,Mymensingh.",20-Jun-71,NO,52 Year,83786.67
S-11648,25-Jan-23,Sale,Brahmaputra,C-000959,M/S Bhuiyan Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,59.00,5.00,64.00,940.00,55460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Rupshi Bazar,Phulpur,Mymensingh.",20-Jun-71,NO,52 Year,83786.67
S-11593,23-Jan-23,Sale,Brahmaputra,C-000968,M/S Bhai Bhai Medicine And Fish Feed,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Nakshi,Balugata,Nalitabari, Sherpur",1-Jan-92,NO,31 Year,13124.32
S-11556,21-Jan-23,Sale,Brahmaputra,C-000282,M/S Nur Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,3.00,0.00,3.00,940.00,2820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Char Gobindapur, 31 no word sadar mymensingh",29-Sep-76,NO,47 Year,16537.87
S-11532,19-Jan-23,Sale,Brahmaputra,C-000967,M/S Protay Fish & Poultry,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,6.00,0.00,6.00,940.00,5640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Vaitkandi Bazar, Phulpur , Mymensingh",30-Nov-91,NO,32 Year,22027.5
S-11413,11-Jan-23,Sale,Brahmaputra,C-000045,M/S Tasnim Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Chonkanda Milon bazar, Jorbaria  Post:Fulbaria ,Upazila:Fulbaria,  Zilla:Mymensingh",10-Feb-87,NO,36 Year,27274.83
S-11378,10-Jan-23,Sale,Brahmaputra,C-000279,M/S Mondol Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,10.00,0.00,10.00,940.00,9400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Kolsindur bazar, Dhobaura, Mymensingh.",1-May-88,YES,35 Year,31217.98
S-11304,8-Jan-23,Sale,Brahmaputra,C-000959,M/S Bhuiyan Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,60.00,5.00,65.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Rupshi Bazar,Phulpur,Mymensingh.",20-Jun-71,NO,52 Year,83786.67
S-11205,2-Jan-23,Sale,Brahmaputra,C-000015,M/S Hoidor Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,Po02-07-22,OUT,250.00 ,2.00,0.00,2.00,940.00,1880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh",Noyanbari Post:Mohammad Nagor Shop Location:Borka Notun bazar  Upazila:Fulbaria  Zilla:Mymensingh,15-Mar-74,NO,49 Year,46238.53
S-11205,2-Jan-23,Sale,Brahmaputra,C-000015,M/S Hoidor Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,3.00,0.00,3.00,940.00,2820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh",Noyanbari Post:Mohammad Nagor Shop Location:Borka Notun bazar  Upazila:Fulbaria  Zilla:Mymensingh,15-Mar-74,NO,49 Year,46238.53
S-11102,27-Dec-22,Sale,Brahmaputra,C-000281,M/S Mostafa & Brothers,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,10.00,0.00,10.00,940.00,9400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Dapunia bazar,main road, Sadar, Mymensingh.",1-Dec-79,NO,44 Year,10861.18
S-11071,27-Dec-22,Sale,Brahmaputra,C-000268,M/S Chacha Vatiza Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,Po02-07-22,OUT,250.00 ,3.00,0.00,3.00,940.00,2820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Tinani, Jhenaigati, Sherpur.",1-Jan-85,NO,38 Year,16708.05
S-11018,25-Dec-22,Sale,Brahmaputra,C-000097,M/S D. M Medical Hall,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,60.00,5.00,65.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Kashigonj, Tarakanda, Mymensingh",21-Feb-73,YES,50 Year,86662.15
S-11012,24-Dec-22,Sale,Brahmaputra,C-000309,M/S  Mohammodia Agrovet,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Dhara bazar, Haluaghat, Mymensingh.",6-Apr-89,NO,34 Year,26130.21
S-10999,24-Dec-22,Sale,Brahmaputra,C-000270,M/S Al-Amin Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Dhurail Bazar, Haluaghat, Mymensingh.",18-Oct-78,YES,45 Year,35590.73
S-10953,21-Dec-22,Sale,Brahmaputra,C-000007,M/S Khan & Sons,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Balia, Phulpur, Mymensingh",1-May-85,YES,38 Year,123151.84
S-10952,21-Dec-22,Sale,Brahmaputra,C-000333,M/S Saba Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,100.00,11.00,111.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Chornikhola, Ishwargonj,Mymenshingh.",10-Jun-83,NO,40 Year,51556.19
S-10944,20-Dec-22,Sale,Brahmaputra,C-000068,M/S Ambia Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Vill:Chandpur  Post:Vhalukjan, Upazila:Fulbaria  Zilla:Mymensingh",12-Jan-82,NO,41 Year,28520.47
S-10931,18-Dec-22,Sale,Brahmaputra,C-000095,M/S Khan Agro Farm,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO3-12-22,OUT,250.00 ,100.00,0.00,100.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Tarakanda, Mymensingh.",30-Dec-80,YES,43 Year,223788.7
S-10931,18-Dec-22,Sale,Brahmaputra,C-000095,M/S Khan Agro Farm,Aqua Product,I-00202,Clean 100ml,ml,100 ml,Po02-07-22,OUT,250.00 ,0.00,10.00,10.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Tarakanda, Mymensingh.",30-Dec-80,YES,43 Year,223788.7
S-10915,13-Dec-22,Sale,Brahmaputra,C-000270,M/S Al-Amin Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO3-12-22,OUT,250.00 ,5.00,0.00,5.00,940.00,4700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Dhurail Bazar, Haluaghat, Mymensingh.",18-Oct-78,YES,45 Year,35590.73
S-10874,12-Dec-22,Sale,Brahmaputra,C-000339,M/S R.A Poultry Feed And Medicine,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO3-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Harua bus stand Ishwargonj,Mymenshingh.",9-Dec-80,NO,43 Year,47356.9
S-10873,12-Dec-22,Sale,Brahmaputra,C-000643,M/S  Akando Store,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO3-12-22,OUT,250.00 ,10.00,0.00,10.00,940.00,9400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Fokirebari Mor, Kishorganj",28-Feb-84,NO,39 Year,8920.83
S-10872,12-Dec-22,Sale,Brahmaputra,C-000245,M/S Bismillah Drug,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO3-12-22,OUT,250.00 ,42.00,3.00,45.00,940.00,39480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","College Road,Bodo hissa bazar,Muktagacha  purosova,Mymensingh.",31-Dec-87,NO,36 Year,56329.79
S-10871,12-Dec-22,Sale,Brahmaputra,C-000173,M/S Bhai Bon Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO3-12-22,OUT,250.00 ,60.00,4.00,64.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh",Vill:Soratia Post:Bhoilajan Shop Location:Shibganj Hatkalir bazar Upazila:Fulbaria  Zilla:Mymensingh,4-Mar-88,NO,35 Year,44439.81
S-10870,12-Dec-22,Sale,Brahmaputra,C-000696,M/S Rudela Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO3-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Bus Tarminal,  Karimgonj,Kishorganj",18-Oct-91,NO,32 Year,8290.65
S-10867,12-Dec-22,Sale,Brahmaputra,C-000279,M/S Mondol Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO3-12-22,OUT,250.00 ,5.00,0.00,5.00,940.00,4700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Kolsindur bazar, Dhobaura, Mymensingh.",1-May-88,YES,35 Year,31217.98
S-10865,12-Dec-22,Sale,Brahmaputra,C-000357,M/S Uzzal Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO3-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","vuti Shaver ,Hemgong Bazar ,Nandail.",3-Nov-93,YES,30 Year,17190.43
S-10864,12-Dec-22,Sale,Brahmaputra,C-000807,M/S Sheikh Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO3-12-22,OUT,250.00 ,60.00,3.00,63.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Kadir Bhaban, Rayer bazar,Ishwargonj.",4-Jan-57,NO,66 Year,37490.7
S-10863,12-Dec-22,Sale,Brahmaputra,C-000332,M/S Shahin Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO3-12-22,OUT,250.00 ,6.00,0.00,6.00,940.00,5640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Siyam Bhaban,Haluyaghat Road,   Shambhuganj,Mymensingh","Chorhossainpur, Ishwargonj Shadar ,Mymenshingh.",1-Feb-69,NO,54 Year,31747.84
